y,u
0	1
0.0234	0.84123
0.0312	0.78871
0.0391	0.73722
0.0469	0.68717
0.1484	0.23151
0.2656	0.00332
0.3828	-0.13641
0.5	-0.20581
0.5469	-0.2109
0.7187	-0.15662
0.8281	-0.1015
0.8984	-0.06434
0.9297	-0.04775
0.9375	-0.04192
0.9453	-0.03717
1	0
